Value,Quarter,Year,Age,Gender,Started,Profession,Grade,Company,City,Skill,Industry,SourceType,Created
2100000,2,2025,26,Male,2019,Android Developer,Senior,Foreign,Almaty,Android,Финтех,,2025-04-09 09:02:17
1100000,2,2025,31,Male,2017,Product Manager,Middle,Local,Almaty,,E-Commerce,,2025-04-09 08:45:06
1000000,2,2025,24,Male,2021,iOS Developer,Senior,Local,Astana,Swift,Финтех,,2025-04-09 08:42:55
2750000,2,2025,29,Male,2016,Техлид (Techleader),Lead,Local,Almaty,Java,Телеком,,2025-04-09 08:40:56
1900000,3,2025,39,Male,2005,Frontend Developer,Senior,Local,Almaty,Vue,IT продукт,,2025-04-09 08:39:36
1300000,2,2025,23,Male,2022,Flutter developer,Middle,Local,Almaty,Flutter,E-Commerce,,2025-04-09 08:37:32
1700000,2,2024,31,Female,2018,Product Manager,Middle,Local,Almaty,,Стартап,,2025-04-09 08:35:42
1560000,2,2025,26,Male,2019,Backend Developer,Middle,Foreign,Almaty,Ruby,IT аутсорс/аутстафф,,2025-04-09 08:31:55
2000000,1,2025,29,Male,2018,Mobile Developer,Middle,Foreign,Almaty,Swift,IT аутсорс/аутстафф,,2025-04-09 08:27:37
700000,2,2025,27,Male,2023,Frontend Developer,Junior,Local,Astana,Angular,IT продукт,,2025-04-09 08:24:08
2000000,2,2025,25,Male,2023,Backend Developer,Lead,Local,Astana,Python,Стартап,,2025-04-08 05:08:26
1000000,2,2025,25,Male,2021,Android Developer,Middle,Local,Almaty,Kotlin,Финтех,,2025-04-07 16:04:17
350000,2,2025,24,Male,2023,Frontend Developer,Junior,Foreign,Karaganda,Javascript,IT аутсорс/аутстафф,,2025-04-07 11:12:52
1021750,2,2025,24,Male,2021,Backend Developer,Middle,Local,Almaty,Golang,Продажи и маркетинг,,2025-04-07 11:01:11
650000,2,2025,34,Male,2014,Backend Developer,Middle,Local,Almaty,Laravel,E-Commerce,,2025-04-07 08:29:46
500000,2,2025,19,Male,2024,Backend Developer,Middle,Local,Astana,Golang,IT продукт,,2025-04-07 08:09:15
870000,2,2025,34,Female,2013,Project Manager,Senior,Local,Astana,,IT продукт,,2025-04-07 06:16:47
500000,1,2025,23,Male,2021,Business Analyst (BA),Middle,Local,Petropavl,,HR системы,,2025-04-07 05:26:31
300000,2,2025,21,Male,2024,Backend Developer,Junior,Local,Astana,.NET,IT продукт,,2025-04-07 04:55:27
491000,2,2025,23,Male,2023,Backend Developer,Middle,Local,Astana,Python,Государственное учреждение (Government),,2025-04-07 04:38:17
430000,2,2025,21,Female,2022,PL/SQL разработчик,Junior,Local,Almaty,Другое,Финтех,,2025-04-05 07:34:01
700000,2,2025,24,Male,2022,Frontend Developer,Middle,Local,Almaty,React,Продажи и маркетинг,,2025-04-03 12:38:39
88888,2,2025,22,Male,2022,SecOps,Junior,Local,Aktau,Laravel,Телеком,,2025-04-02 18:32:19
317000,2,2025,22,PreferNotToSay,2024,Backend Developer,Junior,Local,Almaty,Java,IT аутсорс/аутстафф,,2025-04-02 15:05:01
900000,2,2025,22,Male,2021,Frontend Developer,Middle,Local,Almaty,Vue,IT продукт,,2025-04-02 14:05:25
1400000,2,2025,30,Male,2020,Backend Developer,Middle,Foreign,Almaty,Python,IT продукт,,2025-04-02 13:46:26
300000,2,2025,22,Male,2023,Frontend Developer,Junior,Local,Almaty,React,Стартап,,2025-04-02 13:37:27
1000000,2,2025,31,Male,2017,Project Manager,Senior,Local,Astana,,IT продукт,,2025-04-02 06:04:37
500000,2,2025,35,Male,2012,Fullstack Developer,Middle,Local,Karaganda,React,IT продукт,,2025-04-01 09:45:42
1140000,1,2025,27,Male,2024,Backend Developer,Middle,Local,Astana,.NET,Строительная компания,,2025-03-31 10:16:34
2000000,1,2025,27,Male,2018,Project Manager,Senior,Local,Astana,,IT аутсорс/аутстафф,,2025-03-28 12:23:47
750000,1,2025,32,Male,2013,Fullstack Developer,Middle,Foreign,Atyrau,C/C++,IT продукт,,2025-03-26 22:57:17
1400000,1,2025,26,Male,2018,Android Developer,Senior,Local,Almaty,Android,Банк,,2025-03-26 09:04:36
220000,4,2024,30,Male,2024,Quality Assurance (QA),Junior,Foreign,Astana,.NET,IT аутсорс/аутстафф,,2025-03-26 08:55:50
1500000,1,2025,33,Female,2015,Fullstack Developer,Middle,Foreign,Almaty,.NET,Медицина,,2025-03-25 08:06:46
1120000,1,2025,32,Male,2019,Backend Developer,Senior,Local,,Java,Банк,,2025-03-20 06:22:59
500000,1,2025,27,Male,2022,Product Manager,Middle,Local,Almaty,,Стартап,,2025-03-19 11:55:55
800000,1,2025,43,Male,2009,System Administrator,Middle,Local,Kostanay,,Медицина,,2025-03-19 10:45:54
1000000,1,2025,31,Male,2012,Chief Technical Officer (CTO),Lead,Local,Almaty,Typescript,Медицина,,2025-03-18 14:45:06
900000,1,2025,32,Male,2021,Frontend Developer,Middle,Local,Almaty,Typescript,E-Commerce,,2025-03-16 19:05:58
400000,1,2025,24,Male,2024,Дата аналитик | Data Analyst,Junior,Local,Astana,Python,Продажи и маркетинг,,2025-03-14 16:51:12
1000000,1,2025,23,Male,2021,Frontend Developer,Lead,Local,Almaty,Vue,IT продукт,,2025-03-14 15:17:50
500000,1,2025,24,Male,2023,Quality Assurance (QA),Junior,Local,Almaty,,Финтех,,2025-03-12 07:19:24
800000,1,2025,22,Male,2023,Frontend Developer,Middle,Foreign,Astana,React,Финтех,,2025-03-11 12:28:16
200000,1,2025,20,PreferNotToSay,2024,Информационная безопасность,Junior,Local,Astana,,Другое | Other,,2025-03-11 11:21:09
1800000,1,2025,25,Male,2019,Тимлид | Teamleader,Lead,Local,Almaty,Java,Банк,,2025-03-11 02:43:14
700000,1,2025,26,Female,2020,IT HR,Middle,Local,Almaty,Kotlin,IT продукт,,2025-03-10 17:31:18
1100000,1,2025,27,Male,2022,Backend Developer,Middle,Local,Astana,Java,Финтех,,2025-03-10 10:38:15
1200000,2,2024,27,Male,2017,Backend Developer,Senior,Local,Almaty,Golang,IT продукт,,2025-03-08 11:51:54
1285000,1,2025,26,Male,2018,Frontend Developer,Senior,Local,Almaty,React,Телеком,,2025-03-07 22:17:38
615344,1,2025,26,Male,2020,Fullstack Developer,Middle,Local,Astana,Laravel,СМИ (Средства массовой информации),,2025-03-06 12:47:41
900000,1,2025,28,Male,2022,Frontend Developer,Middle,Local,,React,Финтех,,2025-03-06 08:36:22
500000,1,2025,22,Male,2023,Quality Assurance (QA),Junior,Local,Almaty,Другое,Банк,,2025-03-06 04:47:52
300000,1,2025,19,Male,2024,DevOps,Junior,Local,,,Продажи и маркетинг,,2025-03-05 05:52:26
2000000,1,2025,35,Male,2012,Fullstack Developer,Lead,Foreign,Almaty,Java,Телеком,,2025-03-04 05:43:10
700000,1,2025,24,Male,2021,Quality Assurance (QA),Middle,Local,Almaty,Java,IT продукт,,2025-03-03 17:21:29
300000,1,2025,18,Male,2025,Customer Support,Junior,Local,Aktobe,1C,Продажи и маркетинг,,2025-03-03 15:09:04
780000,1,2025,27,Female,2020,IT HR,Middle,Foreign,Almaty,,IT продукт,,2025-03-03 11:13:19
500000,1,2025,21,Male,2025,Backend Developer,Middle,Local,Astana,Node.js,Финтех,,2025-03-03 10:24:44
550000,1,2025,22,Male,2023,Frontend Developer,Junior,Local,Almaty,Typescript,Финтех,,2025-03-03 06:37:52
300000,1,2025,38,Male,2008,DevOps,Middle,Local,Aktobe,Другое,IT аутсорс/аутстафф,,2025-03-02 20:00:17
500000,1,2025,21,Male,2025,Backend Developer,Middle,Local,Almaty,Laravel,Страхование (Insurance),,2025-03-02 18:36:20
370000,1,2025,21,Male,2024,Backend Developer,Junior,Local,Almaty,Java,Банк,,2025-03-02 18:33:33
1700000,1,2025,24,Male,2021,Frontend Developer,Lead,Local,Astana,React,Государственное учреждение (Government),,2025-03-02 18:32:11
1500000,1,2025,23,Male,2018,DevOps,Senior,Local,Astana,C/C++,Медицина,,2025-03-02 16:53:57
200000,1,2025,25,Male,2023,Frontend Developer,Middle,Foreign,,React,Государственное учреждение (Government),,2025-03-01 19:32:50
1634423,1,2025,25,Male,2021,Frontend Developer,Senior,Local,,React,Банк,,2025-02-28 12:14:21
1000000,1,2025,28,Female,2019,Backend Developer,Middle,Foreign,Almaty,.NET,Финтех,,2025-02-26 10:35:54
580000,1,2025,28,Male,2023,DevOps,Middle,Local,Almaty,,Другое | Other,,2025-02-25 12:13:05
400000,1,2025,21,Male,2024,Machine Learning Developer | ML разработчик,Junior,Local,Astana,Python,Медицина,,2025-02-24 13:02:27
1200000,1,2025,26,Male,2022,Дата аналитик | Data Analyst,Senior,Local,Almaty,Дата аналитика | Data Analysis,Финтех,,2025-02-22 12:56:17
1000000,1,2025,24,Male,2022,Backend Developer,Middle,Local,Almaty,Java,Финтех,,2025-02-20 13:24:30
1200000,4,2024,35,Male,2011,Chief Product Officer (CPO),Lead,Local,Astana,,Медицина,,2025-02-20 11:15:54
1300000,1,2025,32,PreferNotToSay,2016,Product Manager,Senior,Local,,,Телеком,,2025-02-20 00:56:03
400000,1,2025,20,Male,2022,Backend Developer,Middle,Local,Astana,Django,IT продукт,,2025-02-19 16:01:10
400000,1,2025,25,Male,2024,Backend Developer,Junior,Local,Almaty,Golang,Продажи и маркетинг,,2025-02-18 20:13:10
900000,1,2025,24,Male,2024,Риск аналитик,Middle,Local,Almaty,Дата аналитика | Data Analysis,Финтех,,2025-02-18 19:14:40
670000,1,2025,41,Female,2007,Дата инженер | Data Engineer,Middle,Local,Almaty,Python,Телеком,,2025-02-18 09:18:25
440000,1,2025,24,Male,2024,Backend Developer,Junior,Local,Almaty,Python,Продажи и маркетинг,,2025-02-18 08:44:02
1100000,1,2025,25,Male,2022,Backend Developer,Senior,Local,Almaty,Java,Банк,,2025-02-17 17:51:52
1300000,1,2025,38,Male,2009,Backend Developer,Senior,Local,Almaty,.NET,Банк,,2025-02-15 08:46:37
800000,1,2024,27,Male,2022,Frontend Developer,Middle,Local,Almaty,Vue,Финтех,,2025-02-14 15:05:30
1248000,1,2025,27,Male,2019,Quality Assurance (QA),Middle,Foreign,Astana,Другое,Saas Компания (Услуги SaaS),,2025-02-13 11:27:28
1200000,1,2025,36,Male,2011,Системный аналитик | System Analyst,Senior,Foreign,Astana,,Банк,,2025-02-13 09:49:03
1000000,1,2025,25,Male,2020,Mobile Developer,Middle,Foreign,Aktau,Flutter,Телеком,,2025-02-12 19:40:10
2300000,1,2025,43,Male,2004,1C Developer (1С разработчик),Lead,Local,Almaty,1C,Нефть и газ,,2025-02-12 16:13:24
2000000,1,2025,35,Male,2012,1C Developer (1С разработчик),Lead,Local,Almaty,1C,IT продукт,,2025-02-12 15:48:47
850000,1,2025,33,Male,2023,Backend Developer,Middle,Foreign,,Java,Банк,,2025-02-12 08:08:01
1000000,1,2025,26,Male,2017,Embedded Developer,Middle,Local,Astana,Rust,IT продукт,,2025-02-12 04:02:09
700000,1,2025,20,Male,2022,Backend Developer,Junior,Local,Almaty,Java,Банк,,2025-02-11 18:23:12
150000,4,2024,23,Male,2024,Frontend Developer,Junior,Local,Almaty,React,Финтех,,2025-02-11 09:37:48
500000,1,2025,19,Male,2022,Frontend Developer,Middle,Local,Almaty,Vue,GameDev (Game development),,2025-02-11 09:26:42
350000,1,2025,22,Female,2023,Project Manager,Junior,Local,Astana,,Образование (Education),,2025-02-11 06:50:36
500000,1,2025,26,Male,2019,Frontend Developer,Senior,Local,Almaty,Angular,IT продукт,,2025-02-11 06:35:35
350000,1,2025,22,Male,2024,Backend Developer,Junior,Local,Almaty,Python,Стартап,,2025-02-11 06:03:06
1320000,1,2025,37,Male,2011,1C Developer (1С разработчик),Senior,Local,Astana,1C,Строительная компания,,2025-02-11 05:12:37
1000000,1,2025,33,Male,2016,Backend Developer,Senior,Local,Astana,Spring,Телеком,,2025-02-10 21:54:36
2000000,4,2024,38,Male,2007,Backend Developer,Senior,Local,Almaty,Java,Финтех,,2025-02-10 18:51:36
1300000,1,2025,27,Male,2020,Backend Developer,Middle,Local,Astana,Java,Финтех,,2025-02-10 18:44:20
500000,1,2025,21,Male,2023,Backend Developer,Junior,Local,Astana,Spring,Финтех,,2025-02-10 18:31:51
1000000,1,2025,28,Male,2018,Fullstack Developer,Lead,Foreign,Almaty,Python,Другое | Other,,2025-02-10 09:51:11
550000,1,2025,25,Male,2025,Mobile Developer,Junior,Local,Almaty,Pytest,Банк,,2025-02-10 06:45:00
770000,1,2025,27,Male,2022,Business Analyst (BA),Middle,Local,Astana,,Финтех,,2025-02-09 15:00:59
500000,4,2024,25,Male,2024,Data Scientist,Junior,Local,Astana,Python,Телеком,,2025-02-09 12:09:12
500000,1,2025,47,Male,2022,Дата аналитик | Data Analyst,Middle,Local,Astana,Python,Промышленность,,2025-02-09 09:30:03
300000,1,2025,,,,Backend Developer,Junior,Local,Almaty,Laravel,Финтех,,2025-02-09 04:34:14
580000,1,2025,,,,Дата аналитик | Data Analyst,Middle,Local,Almaty,BI,Телеком,,2025-02-08 13:33:42
1650000,1,2025,35,Male,2011,Embedded Developer,Middle,Foreign,Almaty,C/C++,IT аутсорс/аутстафф,,2025-02-08 10:53:11
2600000,1,2025,40,Male,2008,Backend Developer,Senior,Foreign,Karaganda,Django,IT продукт,,2025-02-08 07:54:21
450000,1,2025,23,Female,2023,BI аналитик | BI Analyst,Junior,Local,Almaty,,Финтех,,2025-02-08 05:58:19
600000,1,2025,,,,Backend Developer,Senior,Local,Astana,.NET,Банк,,2025-02-07 20:46:02
580000,1,2025,,,,Machine Learning Developer | ML разработчик,Middle,Local,Astana,Python,Промышленность,,2025-02-07 19:43:33
900000,1,2025,,,,Product Manager,Junior,Local,Almaty,,IT продукт,,2025-02-07 16:45:19
1300000,1,2025,,,,Machine Learning Developer | ML разработчик,Middle,Local,Almaty,Python,IT продукт,,2025-02-07 12:49:35
1800000,1,2025,,,,Product Designer,Lead,Foreign,Astana,,Digital агентство,,2025-02-07 11:41:46
1200000,1,2025,,,,Архитектор (Architect),Middle,Local,Almaty,Java,Банк,,2025-02-07 11:20:38
100000,1,2025,,,,DevOps,Junior,Local,,.NET,Телеком,,2025-02-07 10:59:59
1000000,1,2025,,,,Тимлид | Teamleader,Lead,Local,Almaty,Flutter,IT аутсорс/аутстафф,,2025-02-07 10:10:19
700000,1,2025,,,,IT Recruiter | Рекрутер,Middle,Foreign,Almaty,,Торговля (FMCG, Retail),,2025-02-07 09:39:52
100000,1,2025,,,,Backend Developer,Junior,Local,Kentau,Python,Банк,,2025-02-07 03:56:51
1250000,1,2025,,,,Android Developer,Senior,Local,Astana,Android,E-Commerce,,2025-02-07 03:51:04
350000,1,2025,,,,Тестировщик (Tester),Middle,Local,Astana,.NET,IT аутсорс/аутстафф,,2025-02-07 02:04:27
800000,1,2025,,,,Backend Developer,Senior,Local,Shymkent,YII2,Образование (Education),,2025-02-07 01:23:42
650000,1,2025,32,Male,2023,Quality Assurance (QA),Middle,Local,Almaty,,IT аутсорс/аутстафф,,2025-02-06 17:33:29
550000,1,2025,,,,Product Designer,Middle,Local,Almaty,,E-Commerce,,2025-02-06 16:39:09
1000000,1,2025,,,,Android Developer,Senior,Local,Almaty,Kotlin,Банк,,2025-02-06 15:54:47
1000000,1,2025,,,,BI аналитик | BI Analyst,Senior,Local,Astana,Дата аналитика | Data Analysis,Телеком,,2025-02-06 13:28:53
230000,1,2025,,,,Frontend Developer,Junior,Local,Almaty,Javascript,E-Commerce,,2025-02-06 12:38:10
500000,1,2025,,,,Product Owner,Junior,Foreign,,,Saas Компания (Услуги SaaS),,2025-02-06 12:00:26
1500000,1,2025,,,,Chief Product Officer (CPO),Lead,Local,Almaty,,Образование (Education),,2025-02-06 11:49:36
300000,1,2025,,,,Project Manager,Junior,Local,Almaty,,Строительная компания,,2025-02-06 11:48:39
1500000,4,2024,26,PreferNotToSay,2019,Системный аналитик | System Analyst,Middle,Local,Almaty,,Телеком,,2025-02-06 11:11:25
1200000,1,2025,,,,Backend Developer,Middle,Local,Karaganda,Java,HR системы,,2025-02-06 10:56:22
800000,1,2025,,,,Backend Developer,Middle,Local,Almaty,Django,IT продукт,,2025-02-06 10:32:30
1700000,1,2025,,,,Системный аналитик | System Analyst,Middle,Local,Almaty,,Телеком,,2025-02-06 10:31:57
3080000,1,2025,,,,Security Engineer,Senior,Local,Almaty,Другое,IT продукт,,2025-02-06 10:21:37
590000,1,2025,,,,Backend Developer,Middle,Local,Almaty,Java,Финтех,,2025-02-06 10:12:57
1400000,1,2025,,,,Backend Developer,Middle,Foreign,Astana,Golang,Финтех,,2025-02-06 10:01:11
472000,1,2025,,,,Quality Assurance (QA),Junior,Foreign,Almaty,,IT аутсорс/аутстафф,,2025-02-06 09:31:23
800000,1,2025,,,,Backend Developer,Middle,Local,Almaty,Java,Банк,,2025-02-06 09:26:23
1250000,1,2025,,,,Quality Assurance (QA),Lead,Local,Almaty,,Банк,,2025-02-06 09:22:44
250000,1,2025,,,,Quality Assurance (QA),Junior,Local,Almaty,Javascript,Стартап,,2025-02-06 08:40:53
1035000,4,2024,,,,Quality Assurance (QA),Lead,Foreign,,Javascript,Медицина,,2025-02-06 08:31:16
850000,1,2025,,,,Product Designer,Senior,Local,Almaty,,Телеком,,2025-02-06 07:51:30
550000,1,2024,,,,3D Modeler,Middle,Local,Astana,,Другое | Other,,2025-02-06 07:24:50
600000,1,2025,,,,IT HR,Middle,Local,Astana,,IT продукт,,2025-02-06 07:01:57
650000,1,2025,,,,System Administrator,Middle,Local,Almaty,,Финтех,,2025-02-06 06:41:41
550000,1,2025,,,,Product Manager,Middle,Local,Almaty,Другое,IT продукт,,2025-02-06 06:19:39
1100000,1,2025,,,,BI аналитик | BI Analyst,Middle,Local,Almaty,BI,Промышленность,,2025-02-06 06:15:08
800000,3,2024,,,,Product Manager,Middle,Local,Astana,Javascript,IT продукт,,2025-02-06 06:11:58
500000,1,2025,,,,Backend Developer,Junior,Local,Almaty,Java,Телеком,,2025-02-06 06:04:34
1200000,1,2025,36,Male,2015,Backend Developer,Middle,Local,Almaty,Java,Финтех,,2025-02-06 05:45:28
1000000,1,2025,,,,Fullstack Developer,Middle,Local,Almaty,.NET,Финтех,,2025-02-06 05:31:13
2500000,1,2025,,,,Delivery Manager,Senior,Local,Almaty,Javascript,IT консалтинг,,2025-02-06 05:18:43
515000,1,2025,,,,IT HR,Senior,Foreign,,,IT аутсорс/аутстафф,,2025-02-06 05:00:24
800000,1,2025,,,,Дата инженер | Data Engineer,Senior,Local,Astana,Python,Нефть и газ,,2025-02-06 04:29:07
200000,1,2025,,,,Backend Developer,Junior,Local,,Python,IT продукт,,2025-02-06 01:17:44
300000,1,2025,,,,IT Lector (Преподаватель),Junior,Local,Turkestan,Python,Образование (Education),,2025-02-06 00:26:26
1000000,1,2025,,,,Data Scientist,Middle,Local,Almaty,,IT продукт,,2025-02-05 21:09:27
1400000,1,2025,,,,Android Developer,Middle,Local,Almaty,Kotlin,Продажи и маркетинг,,2025-02-05 21:03:36
1000000,1,2025,26,Male,2020,Backend Developer,Middle,Local,Almaty,Java,Финтех,,2025-02-05 19:42:07
1551304,1,2025,,,,Frontend Developer,Middle,Foreign,Karaganda,Typescript,IT продукт,,2025-02-05 18:54:03
730000,1,2025,,,,Business Analyst (BA),Middle,Foreign,Almaty,,Телеком,,2025-02-05 18:34:10
700000,1,2025,,,,Backend Developer,Middle,Local,Taraz,Java,Saas Компания (Услуги SaaS),,2025-02-05 18:08:25
800000,1,2025,,,,Head Of Department,Lead,Local,Astana,Python,IT продукт,,2025-02-05 17:58:04
2000000,1,2025,,,,Product Designer,Lead,Foreign,,,IT продукт,,2025-02-05 16:46:12
2400000,1,2025,27,Female,2018,Product Designer,Senior,Foreign,Almaty,,Страхование (Insurance),,2025-02-05 16:45:09
1500000,1,2025,,,,Backend Developer,Senior,Local,Almaty,.NET,Банк,,2025-02-05 16:31:55
2734000,1,2025,32,Male,2016,Техлид (Techleader),Lead,Foreign,Almaty,Laravel,Финтех,,2025-02-05 16:28:50
750000,1,2025,,,,Data Scientist,Middle,Local,Almaty,Python,Банк,,2025-02-05 16:19:54
700000,1,2025,,,,DevOps,Middle,Local,,.NET,Телеком,,2025-02-05 16:19:16
1800000,1,2025,,,,DevOps,Middle,Foreign,Astana,,Финтех,,2025-02-05 16:01:35
500000,1,2025,,,,Data Scientist,Middle,Local,Almaty,Python,Финтех,,2025-02-05 15:39:50
1800000,1,2025,,,,iOS Developer,Middle,Foreign,,Swift,Туризм,,2025-02-05 14:43:39
1200000,1,2025,,,,IT Recruiter | Рекрутер,Senior,Foreign,Almaty,,IT аутсорс/аутстафф,,2025-02-05 14:19:36
1000000,1,2025,,,,Backend Developer,Middle,Local,Almaty,Laravel,E-Commerce,,2025-02-05 14:15:53
400000,1,2025,,,,Pentester,Middle,Local,Almaty,Python,Банк,,2025-02-05 14:14:07
500000,4,2024,,,,System Administrator,Middle,Foreign,Almaty,,GameDev (Game development),,2025-02-05 14:14:06
3000000,1,2025,,,,iOS Developer,Middle,Foreign,,Swift,Туризм,,2025-02-05 14:00:38
1100000,1,2025,,,,Fullstack Developer,Senior,Local,Almaty,Javascript,IT продукт,,2025-02-05 13:50:34
1250000,1,2025,,,,Android Developer,Middle,Local,Almaty,Android,Финтех,,2025-02-05 13:45:23
4000000,1,2025,,,,Backend Developer,Middle,Foreign,Almaty,Java,IT продукт,,2025-02-05 13:30:14
1500000,1,2025,,,,Frontend Developer,Senior,Local,Almaty,React,IT продукт,,2025-02-05 13:14:30
1000000,1,2025,,,,IT HR,Middle,Local,Almaty,,IT продукт,,2025-02-05 13:01:21
1800000,4,2024,,,,Backend Developer,Senior,Local,Almaty,Java,IT продукт,,2025-02-05 12:58:41
900000,1,2025,,,,Backend Developer,Middle,Local,Almaty,Java,E-Commerce,,2025-02-05 12:00:55
1200000,1,2025,,,,Quality Assurance (QA),Lead,Local,Astana,,Другое | Other,,2025-02-05 11:41:11
1000000,1,2025,,,,System Administrator,Middle,Local,Almaty,.NET,Другое | Other,,2025-02-05 11:37:44
1400000,1,2025,,,,Backend Developer,Senior,Local,Almaty,Java,Банк,,2025-02-05 11:35:22
620000,1,2025,,,,Technical Support,Middle,Local,Astana,,Финтех,,2025-02-05 11:20:28
800000,1,2025,,,,Frontend Developer,Middle,Local,Astana,Vue,IT продукт,,2025-02-05 11:05:52
965000,1,2025,,,,Technical Support,Middle,Foreign,Astana,Python,Финтех,,2025-02-05 10:55:18
900000,1,2025,,,,Business Analyst (BA),Senior,Local,Almaty,Дата аналитика | Data Analysis,Логистика,,2025-02-05 10:48:31
850000,1,2025,,,,Дата аналитик | Data Analyst,Senior,Local,Astana,BI,Торговля (FMCG, Retail),,2025-02-05 10:42:00
1500000,1,2025,24,Male,2020,Android Developer,Senior,Local,Almaty,Android,Банк,,2025-02-05 10:39:41
500000,1,2025,,,,Дата инженер | Data Engineer,Junior,Local,Almaty,Python,Финтех,,2025-02-05 10:39:24
300000,1,2025,,,,Backend Developer,Junior,Local,Almaty,Spring,Медицина,,2025-02-05 10:37:21
1500000,1,2025,,,,DevOps,Lead,Local,Astana,,Телеком,,2025-02-05 10:34:18
1110000,1,2025,,,,Backend Developer,Middle,Local,Almaty,Golang,E-Commerce,,2025-02-05 10:25:14
300000,1,2025,,,,Frontend Developer,Junior,Local,,,IT продукт,,2025-02-05 10:16:09
2600000,1,2025,41,Female,2005,Скрам-мастер (Scrum Master),Lead,Local,Almaty,,Нефть и газ,,2025-02-05 09:59:48
600000,1,2025,,,,Product Designer,Middle,Local,Almaty,,Телеком,,2025-02-05 09:52:00
1000000,1,2025,,,,Backend Developer,Middle,Local,Almaty,Laravel,Страхование (Insurance),,2025-02-05 09:48:56
800000,1,2025,,,,Android Developer,Middle,Local,Almaty,Android,Банк,,2025-02-05 09:46:52
900000,1,2025,,,,Product Designer,Senior,Foreign,Astana,,IT аутсорс/аутстафф,,2025-02-05 09:36:02
800000,1,2025,,,,DevOps,Middle,Foreign,Astana,Python,Стартап,,2025-02-05 09:34:01
850000,1,2025,19,Male,2024,Backend Developer,Middle,Foreign,Almaty,Golang,IT аутсорс/аутстафф,,2025-02-05 09:24:25
400000,1,2025,,,,Fullstack Developer,Junior,Local,Astana,Java,HR системы,,2025-02-05 09:24:22
300000,1,2025,,,,Technical Support,Middle,Local,Atyrau,,Другое | Other,,2025-02-05 09:20:56
75000,1,2025,,,,Android Developer,Trainee,Local,,,E-Commerce,,2025-02-05 09:20:51
2700000,1,2025,,,,Backend Developer,Senior,Foreign,Almaty,.NET,Финтех,,2025-02-05 09:19:37
1030000,1,2025,25,Male,2021,Backend Developer,Middle,Local,Almaty,Java,Банк,,2025-02-05 09:17:49
650000,1,2025,,,,Product Manager,Junior,Local,Almaty,,E-Commerce,,2025-02-05 09:15:23
2476000,1,2025,,,,Backend Developer,Senior,Local,Astana,Golang,Торговля (FMCG, Retail),,2025-02-05 09:06:05
900000,1,2025,,,,Backend Developer,Middle,Local,Almaty,Java,Медицина,,2025-02-05 09:05:02
730000,1,2025,,,,Backend Developer,Middle,Foreign,Almaty,.NET,Промышленность,,2025-02-05 09:02:32
255000,1,2025,,,,IT Lector (Преподаватель),Junior,Local,Taraz,,Образование (Education),,2025-02-05 08:56:09
1000000,1,2025,,,,Data Scientist,Middle,Foreign,Almaty,,Нефть и газ,,2025-02-05 08:56:06
75000,1,2025,,,,Copywriter,Trainee,Local,,,Продажи и маркетинг,,2025-02-05 08:51:23
650000,1,2025,,,,Backend Developer,Middle,Local,Almaty,Java,Банк,,2025-02-05 08:48:37
1400000,1,2025,,,,DevOps,Lead,Foreign,Almaty,,IT аутсорс/аутстафф,,2025-02-05 08:22:08
720000,2,2024,28,Male,2024,Дата инженер | Data Engineer,Middle,Local,Almaty,Data Warehouse | DWH,Финтех,,2025-02-05 08:16:49
748000,1,2025,,,,Дата аналитик | Data Analyst,Middle,Local,Astana,Python,Телеком,,2025-02-05 08:10:00
900000,1,2025,22,Male,2020,Backend Developer,Senior,Local,Almaty,Java,Банк,,2025-02-05 08:08:36
800000,1,2025,,,,Fullstack Developer,Middle,Local,Almaty,Node.js,Энергетика,,2025-02-05 07:50:04
1700000,1,2025,,,,Backend Developer,Senior,Local,Karaganda,PHP,E-Commerce,,2025-02-05 07:46:06
320000,1,2025,26,Male,2020,Technical Support,Middle,Local,Aktau,,Банк,,2025-02-05 07:45:51
1200000,1,2025,,,,IT HR,Lead,Local,Almaty,,IT продукт,,2025-02-05 07:42:07
1000000,1,2025,,,,IT HR,Lead,Foreign,Almaty,,IT консалтинг,,2025-02-05 07:40:51
365000,1,2025,,,,Системный аналитик | System Analyst,Junior,Local,Astana,,IT продукт,,2025-02-05 07:28:52
1000000,1,2025,33,Male,2023,Backend Developer,Middle,Local,Almaty,Java,IT аутсорс/аутстафф,,2025-02-05 07:25:28
450000,2,2024,36,Male,2014,Technical Support,Middle,Local,Almaty,,Банк,,2025-02-05 07:21:05
2500000,1,2025,,,,Backend Developer,Senior,Foreign,Almaty,Golang,IT продукт,,2025-02-05 07:20:23
1800000,1,2025,,,,Project Manager,Senior,Local,Almaty,,Банк,,2025-02-05 07:08:49
500000,1,2025,33,Male,2013,Business Analyst (BA),Middle,Local,Astana,Другое,Государственное учреждение (Government),,2025-02-05 07:00:40
2000000,1,2025,,,,Business Analyst (BA),Middle,Foreign,Almaty,BI,Медицина,,2025-02-05 06:56:06
3200000,1,2025,,,,Machine Learning Developer | ML разработчик,Lead,Foreign,Almaty,Machine Learning | ML,Стартап,,2025-02-05 06:52:38
1473600,1,2025,,,,Backend Developer,Middle,Foreign,Almaty,.NET,Финтех,,2025-02-05 06:49:59
1100000,1,2025,,,,Product Designer,Senior,Local,Almaty,,Финтех,,2025-02-05 06:45:30
